"Category","FileName","OriginalRelativePath","ClassifiedRelativePath"
"02_教师版-板书","3-1新定义-板书2、3.pdf","新定义章节电子讲义\3-1新定义-板书2、3.pdf","02_教师版-板书\3-1新定义-板书2、3.pdf"
"02_教师版-板书","3-1新定义-板书4、5.pdf","新定义章节电子讲义\3-1新定义-板书4、5.pdf","02_教师版-板书\3-1新定义-板书4、5.pdf"
"02_教师版-板书","3-1新定义-板书6.pdf","新定义章节电子讲义\3-1新定义-板书6.pdf","02_教师版-板书\3-1新定义-板书6.pdf"
"02_教师版-板书","3-1新定义-板书7.pdf","新定义章节电子讲义\3-1新定义-板书7.pdf","02_教师版-板书\3-1新定义-板书7.pdf"
"02_教师版-板书","3-1新定义板书-课时1.pdf","新定义章节电子讲义\3-1新定义板书-课时1.pdf","02_教师版-板书\3-1新定义板书-课时1.pdf"
"02_教师版-板书","3-1新定义板书-课时8.pdf","新定义章节电子讲义\3-1新定义板书-课时8.pdf","02_教师版-板书\3-1新定义板书-课时8.pdf"
"02_教师版-板书","3-1新定义板书-课时9、10.pdf","新定义章节电子讲义\3-1新定义板书-课时9、10.pdf","02_教师版-板书\3-1新定义板书-课时9、10.pdf"
"02_教师版-板书","4-10导数选填：综合应用-板书.pdf","4-10导数选填：综合应用-板书.pdf","02_教师版-板书\4-10导数选填：综合应用-板书.pdf"
"02_教师版-板书","4-1导数选填：基本方法1-板书.pdf","4-1导数选填：基本方法1-板书.pdf","02_教师版-板书\4-1导数选填：基本方法1-板书.pdf"
"02_教师版-板书","4-2导数选填：基本方法2-板书.pdf","4-2导数选填：基本方法2-板书.pdf","02_教师版-板书\4-2导数选填：基本方法2-板书.pdf"
"02_教师版-板书","4-3导数选填：切线-板书.pdf","4-3导数选填：切线-板书.pdf","02_教师版-板书\4-3导数选填：切线-板书.pdf"
"02_教师版-板书","4-4导数选填：整数解-板书.pdf","4-4导数选填：整数解-板书.pdf","02_教师版-板书\4-4导数选填：整数解-板书.pdf"
"02_教师版-板书","4-5导数选填：换元-板书.pdf","4-5导数选填：换元-板书.pdf","02_教师版-板书\4-5导数选填：换元-板书.pdf"
"02_教师版-板书","4-6导数选填：构造函数-板书.pdf","4-6导数选填：构造函数-板书.pdf","02_教师版-板书\4-6导数选填：构造函数-板书.pdf"
"02_教师版-板书","4-7导数选填：三次函数-板书.pdf","4-7导数选填：三次函数-板书.pdf","02_教师版-板书\4-7导数选填：三次函数-板书.pdf"
"02_教师版-板书","4-8导数选填：凹凸性-板书.pdf","4-8导数选填：凹凸性-板书.pdf","02_教师版-板书\4-8导数选填：凹凸性-板书.pdf"
"02_教师版-板书","4-9导数选填：新定义-板书.pdf","4-9导数选填：新定义-板书.pdf","02_教师版-板书\4-9导数选填：新定义-板书.pdf"
"02_教师版-板书","5-10导数大题：新定义-板书.pdf","5-10导数大题：新定义-板书.pdf","02_教师版-板书\5-10导数大题：新定义-板书.pdf"
"02_教师版-板书","5-11导数大题：综合应用-板书.pdf","5-11导数大题：综合应用-板书.pdf","02_教师版-板书\5-11导数大题：综合应用-板书.pdf"
"02_教师版-板书","5-1导数大题：基本方法1-板书.pdf","5-1导数大题：基本方法1-板书.pdf","02_教师版-板书\5-1导数大题：基本方法1-板书.pdf"
"02_教师版-板书","5-2导数大题：基本方法2-板书.pdf","5-2导数大题：基本方法2-板书.pdf","02_教师版-板书\5-2导数大题：基本方法2-板书.pdf"
"02_教师版-板书","5-3导数大题：端点效应&内点效应-板书.pdf","5-3导数大题：端点效应&内点效应-板书.pdf","02_教师版-板书\5-3导数大题：端点效应&内点效应-板书.pdf"
"02_教师版-板书","5-4导数大题：多变量多参数-板书.pdf","5-4导数大题：多变量多参数-板书.pdf","02_教师版-板书\5-4导数大题：多变量多参数-板书.pdf"
"02_教师版-板书","5-5导数大题：凹凸性-板书.pdf","5-5导数大题：凹凸性-板书.pdf","02_教师版-板书\5-5导数大题：凹凸性-板书.pdf"
"02_教师版-板书","5-6导数大题：导数与三角函数-板书.pdf","5-6导数大题：导数与三角函数-板书.pdf","02_教师版-板书\5-6导数大题：导数与三角函数-板书.pdf"
"02_教师版-板书","5-7导数大题：导数与数列-板书.pdf","5-7导数大题：导数与数列-板书.pdf","02_教师版-板书\5-7导数大题：导数与数列-板书.pdf"
"02_教师版-板书","5-8导数大题：高等背景-板书.pdf","5-8导数大题：高等背景-板书.pdf","02_教师版-板书\5-8导数大题：高等背景-板书.pdf"
"02_教师版-板书","5-9导数大题：极值点偏移-板书.pdf","5-9导数大题：极值点偏移-板书.pdf","02_教师版-板书\5-9导数大题：极值点偏移-板书.pdf"
"02_教师版-板书","6-1三角函数：图像-板书.pdf","6-1三角函数：图像-板书.pdf","02_教师版-板书\6-1三角函数：图像-板书.pdf"
"02_教师版-板书","6-2三角函数：w的取值范围-板书.pdf","6-2三角函数：w的取值范围-板书.pdf","02_教师版-板书\6-2三角函数：w的取值范围-板书.pdf"
"02_教师版-板书","6-3三角函数：三角恒等变换-板书.pdf","6-3三角函数：三角恒等变换-板书.pdf","02_教师版-板书\6-3三角函数：三角恒等变换-板书.pdf"
"02_教师版-板书","6-4三角函数：综合应用-板书.pdf","6-4三角函数：综合应用-板书.pdf","02_教师版-板书\6-4三角函数：综合应用-板书.pdf"
"02_教师版-板书","7-1解三角形：基本方法（边角互化）-板书.pdf","7-1解三角形：基本方法（边角互化）-板书.pdf","02_教师版-板书\7-1解三角形：基本方法（边角互化）-板书.pdf"
"02_教师版-板书","7-2解三角形：几何性质、四心相关-板书.pdf","7-2解三角形：几何性质、四心相关-板书.pdf","02_教师版-板书\7-2解三角形：几何性质、四心相关-板书.pdf"
"02_教师版-板书","7-3解三角形：四边形或多三角形-板书.pdf","7-3解三角形：四边形或多三角形-板书.pdf","02_教师版-板书\7-3解三角形：四边形或多三角形-板书.pdf"
"02_教师版-板书","7-4解三角形：三角形中的恒等式-板书.pdf","7-4解三角形：三角形中的恒等式-板书.pdf","02_教师版-板书\7-4解三角形：三角形中的恒等式-板书.pdf"
"02_教师版-板书","7-5解三角形：综合应用-板书.pdf","7-5解三角形：综合应用-板书.pdf","02_教师版-板书\7-5解三角形：综合应用-板书.pdf"
"02_教师版-板书","8-1向量-板书.pdf","8-1向量-板书.pdf","02_教师版-板书\8-1向量-板书.pdf"
"02_教师版-板书","9-1立体几何：轨迹与最值-板书.pdf","9-1立体几何：轨迹与最值-板书.pdf","02_教师版-板书\9-1立体几何：轨迹与最值-板书.pdf"
"02_教师版-板书","9-2立体几何：翻折-板书.pdf","9-2立体几何：翻折-板书.pdf","02_教师版-板书\9-2立体几何：翻折-板书.pdf"
"02_教师版-板书","9-3立体几何：外接球-板书.pdf","9-3立体几何：外接球-板书.pdf","02_教师版-板书\9-3立体几何：外接球-板书.pdf"
"02_教师版-板书","9-4立体几何：内切球-板书.pdf","9-4立体几何：内切球-板书.pdf","02_教师版-板书\9-4立体几何：内切球-板书.pdf"
"02_教师版-板书","9-5立体几何：截面问题-板书.pdf","9-5立体几何：截面问题-板书.pdf","02_教师版-板书\9-5立体几何：截面问题-板书.pdf"
"02_教师版-板书","9-6立体几何：综合应用-板书.pdf","9-6立体几何：综合应用-板书.pdf","02_教师版-板书\9-6立体几何：综合应用-板书.pdf"
"02_教师版-板书","直播20241116.pdf","直播回放板书合集\直播20241116.pdf","02_教师版-板书\直播20241116.pdf"
"02_教师版-板书","直播答疑20241130.pdf","直播回放板书合集\直播答疑20241130.pdf","02_教师版-板书\直播答疑20241130.pdf"
"02_教师版-板书","直播答疑20241228.pdf","直播回放板书合集\直播答疑20241228.pdf","02_教师版-板书\直播答疑20241228.pdf"
"02_教师版-板书","直播答疑20250111.pdf","直播回放板书合集\直播答疑20250111.pdf","02_教师版-板书\直播答疑20250111.pdf"
"03_教师版-解析","11-1复数-解析.pdf","11-1复数-解析.pdf","03_教师版-解析\11-1复数-解析.pdf"
"03_教师版-解析","12-1直线和圆：特殊的圆-解析.pdf","12-1直线和圆：特殊的圆-解析.pdf","03_教师版-解析\12-1直线和圆：特殊的圆-解析.pdf"
"03_教师版-解析","12-2直线和圆：数形结合-解析.pdf","12-2直线和圆：数形结合-解析.pdf","03_教师版-解析\12-2直线和圆：数形结合-解析.pdf"
"03_教师版-解析","12-3直线和圆：直线系和圆系-解析.pdf","12-3直线和圆：直线系和圆系-解析.pdf","03_教师版-解析\12-3直线和圆：直线系和圆系-解析.pdf"
"03_教师版-解析","12-4直线和圆：综合应用-解析.pdf","12-4直线和圆：综合应用-解析.pdf","03_教师版-解析\12-4直线和圆：综合应用-解析.pdf"
"03_教师版-解析","5-6导数大题：导数与三角函数-解析.pdf","5-6导数大题：导数与三角函数-解析.pdf","03_教师版-解析\5-6导数大题：导数与三角函数-解析.pdf"
"03_教师版-解析","5-7导数大题：导数与数列-解析.pdf","5-7导数大题：导数与数列-解析.pdf","03_教师版-解析\5-7导数大题：导数与数列-解析.pdf"
"03_教师版-解析","5-9导数大题：极值点偏移-解析.pdf","5-9导数大题：极值点偏移-解析.pdf","03_教师版-解析\5-9导数大题：极值点偏移-解析.pdf"
"03_教师版-解析","7-1解三角形：基本方法（边角互化）-解析.pdf","7-1解三角形：基本方法（边角互化）-解析.pdf","03_教师版-解析\7-1解三角形：基本方法（边角互化）-解析.pdf"
"03_教师版-解析","7-2解三角形：几何性质、四心相关-解析.pdf","7-2解三角形：几何性质、四心相关-解析.pdf","03_教师版-解析\7-2解三角形：几何性质、四心相关-解析.pdf"
"03_教师版-解析","7-3解三角形：四边形或多三角形-解析.pdf","7-3解三角形：四边形或多三角形-解析.pdf","03_教师版-解析\7-3解三角形：四边形或多三角形-解析.pdf"
"03_教师版-解析","7-4解三角形：三角形中的恒等式-解析.pdf","7-4解三角形：三角形中的恒等式-解析.pdf","03_教师版-解析\7-4解三角形：三角形中的恒等式-解析.pdf"
"03_教师版-解析","7-5解三角形：综合应用-解析.pdf","7-5解三角形：综合应用-解析.pdf","03_教师版-解析\7-5解三角形：综合应用-解析.pdf"
"04_作业","10-1数列：放缩-作业.pdf","10-1数列：放缩-作业.pdf","04_作业\10-1数列：放缩-作业.pdf"
"04_作业","10-2数列：递推-作业.pdf","10-2数列：递推-作业.pdf","04_作业\10-2数列：递推-作业.pdf"
"04_作业","10-3数列：特征根-作业.pdf","10-3数列：特征根-作业.pdf","04_作业\10-3数列：特征根-作业.pdf"
"04_作业","10-4数列：不动点-作业.pdf","10-4数列：不动点-作业.pdf","04_作业\10-4数列：不动点-作业.pdf"
"04_作业","10-5数列：综合应用-作业.pdf","10-5数列：综合应用-作业.pdf","04_作业\10-5数列：综合应用-作业.pdf"
"04_作业","11-1复数-作业.pdf","11-1复数-作业.pdf","04_作业\11-1复数-作业.pdf"
"04_作业","12-1直线和圆：特殊的圆-作业.pdf","12-1直线和圆：特殊的圆-作业.pdf","04_作业\12-1直线和圆：特殊的圆-作业.pdf"
"04_作业","12-2直线和圆：数形结合-作业.pdf","12-2直线和圆：数形结合-作业.pdf","04_作业\12-2直线和圆：数形结合-作业.pdf"
"04_作业","12-3直线和圆：直线系和圆系-作业.pdf","12-3直线和圆：直线系和圆系-作业.pdf","04_作业\12-3直线和圆：直线系和圆系-作业.pdf"
"04_作业","12-4直线和圆：综合应用-作业.pdf","12-4直线和圆：综合应用-作业.pdf","04_作业\12-4直线和圆：综合应用-作业.pdf"
"04_作业","13-1圆锥曲线（难点）：定值定点问题-作业.pdf","13-1圆锥曲线（难点）：定值定点问题-作业.pdf","04_作业\13-1圆锥曲线（难点）：定值定点问题-作业.pdf"
"04_作业","13-2圆锥曲线（难点）：最值问题-作业.pdf","13-2圆锥曲线（难点）：最值问题-作业.pdf","04_作业\13-2圆锥曲线（难点）：最值问题-作业.pdf"
"04_作业","13-4圆锥曲线（难点）：极点极线-作业.pdf","13-4圆锥曲线（难点）：极点极线-作业.pdf","04_作业\13-4圆锥曲线（难点）：极点极线-作业.pdf"
"04_作业","13-5圆锥曲线（难点）：非对称-作业.pdf","13-5圆锥曲线（难点）：非对称-作业.pdf","04_作业\13-5圆锥曲线（难点）：非对称-作业.pdf"
"04_作业","13-6圆锥曲线（难点）：综合应用-作业.pdf","13-6圆锥曲线（难点）：综合应用-作业.pdf","04_作业\13-6圆锥曲线（难点）：综合应用-作业.pdf"
"04_作业","14-1圆锥曲线（小题）：第一定义&几何性质-作业.pdf","14-1圆锥曲线（小题）：第一定义&几何性质-作业.pdf","04_作业\14-1圆锥曲线（小题）：第一定义&几何性质-作业.pdf"
"04_作业","14-2圆锥曲线（小题）：第二定义-作业.pdf","14-2圆锥曲线（小题）：第二定义-作业.pdf","04_作业\14-2圆锥曲线（小题）：第二定义-作业.pdf"
"04_作业","14-3圆锥曲线（小题）：焦点弦-作业.pdf","14-3圆锥曲线（小题）：焦点弦-作业.pdf","04_作业\14-3圆锥曲线（小题）：焦点弦-作业.pdf"
"04_作业","14-4圆锥曲线（小题）：新曲线&求轨迹-作业.pdf","14-4圆锥曲线（小题）：新曲线&求轨迹-作业.pdf","04_作业\14-4圆锥曲线（小题）：新曲线&求轨迹-作业.pdf"
"04_作业","14-6圆锥曲线（小题）：综合应用-作业.pdf","14-6圆锥曲线（小题）：综合应用-作业.pdf","04_作业\14-6圆锥曲线（小题）：综合应用-作业.pdf"
"04_作业","20250125直播答疑圆锥曲线（难点）综合应用-作业.pdf","直播回放板书合集\20250125直播答疑圆锥曲线（难点）综合应用-作业.pdf","04_作业\20250125直播答疑圆锥曲线（难点）综合应用-作业.pdf"
"04_作业","6-1三角函数：图像-作业.pdf","6-1三角函数：图像-作业.pdf","04_作业\6-1三角函数：图像-作业.pdf"
"04_作业","6-2三角函数：w的取值范围-作业.pdf","6-2三角函数：w的取值范围-作业.pdf","04_作业\6-2三角函数：w的取值范围-作业.pdf"
"04_作业","6-3三角函数：三角恒等变换-作业.pdf","6-3三角函数：三角恒等变换-作业.pdf","04_作业\6-3三角函数：三角恒等变换-作业.pdf"
"04_作业","6-4三角函数：综合应用-作业.pdf","6-4三角函数：综合应用-作业.pdf","04_作业\6-4三角函数：综合应用-作业.pdf"
"04_作业","7-1解三角形：基本方法（边角互化）-作业.pdf","7-1解三角形：基本方法（边角互化）-作业.pdf","04_作业\7-1解三角形：基本方法（边角互化）-作业.pdf"
"04_作业","7-2解三角形：几何性质、四心相关-作业.pdf","7-2解三角形：几何性质、四心相关-作业.pdf","04_作业\7-2解三角形：几何性质、四心相关-作业.pdf"
"04_作业","7-3解三角形：四边形或多三角形-作业.pdf","7-3解三角形：四边形或多三角形-作业.pdf","04_作业\7-3解三角形：四边形或多三角形-作业.pdf"
"04_作业","7-4解三角形：三角形中的恒等式-作业.pdf","7-4解三角形：三角形中的恒等式-作业.pdf","04_作业\7-4解三角形：三角形中的恒等式-作业.pdf"
"04_作业","7-5解三角形：综合应用-作业.pdf","7-5解三角形：综合应用-作业.pdf","04_作业\7-5解三角形：综合应用-作业.pdf"
"04_作业","8-1向量-作业.pdf","8-1向量-作业.pdf","04_作业\8-1向量-作业.pdf"
"04_作业","9-1立体几何：轨迹与最值-作业.pdf","9-1立体几何：轨迹与最值-作业.pdf","04_作业\9-1立体几何：轨迹与最值-作业.pdf"
"04_作业","9-2立体几何：翻折-作业.pdf","9-2立体几何：翻折-作业.pdf","04_作业\9-2立体几何：翻折-作业.pdf"
"04_作业","9-3立体几何：外接球-作业.pdf","9-3立体几何：外接球-作业.pdf","04_作业\9-3立体几何：外接球-作业.pdf"
"04_作业","9-4立体几何：内切球-作业.pdf","9-4立体几何：内切球-作业.pdf","04_作业\9-4立体几何：内切球-作业.pdf"
"04_作业","9-5立体几何：截面问题-作业.pdf","9-5立体几何：截面问题-作业.pdf","04_作业\9-5立体几何：截面问题-作业.pdf"
"04_作业","9-6立体几何：综合应用-作业.pdf","9-6立体几何：综合应用-作业.pdf","04_作业\9-6立体几何：综合应用-作业.pdf"
"05_作业解析","1-1基本不等式-作业解析.pdf","1-1基本不等式-作业解析.pdf","05_作业解析\1-1基本不等式-作业解析.pdf"
"05_作业解析","2-1函数：基本方法-作业解析.pdf","2-1函数：基本方法-作业解析.pdf","05_作业解析\2-1函数：基本方法-作业解析.pdf"
"05_作业解析","2-2函数：对称性进阶-作业解析.pdf","2-2函数：对称性进阶-作业解析.pdf","05_作业解析\2-2函数：对称性进阶-作业解析.pdf"
"05_作业解析","2-3函数：单调性进阶-作业解析.pdf","2-3函数：单调性进阶-作业解析.pdf","05_作业解析\2-3函数：单调性进阶-作业解析.pdf"
"05_作业解析","2-4函数：周期性进阶-作业解析.pdf","2-4函数：周期性进阶-作业解析.pdf","05_作业解析\2-4函数：周期性进阶-作业解析.pdf"
"05_作业解析","2-5函数：抽象函数-作业解析.pdf","2-5函数：抽象函数-作业解析.pdf","05_作业解析\2-5函数：抽象函数-作业解析.pdf"
"05_作业解析","2-6函数：分段函数-作业解析.pdf","2-6函数：分段函数-作业解析.pdf","05_作业解析\2-6函数：分段函数-作业解析.pdf"
"05_作业解析","2-7函数：绝对值的处理-作业解析.pdf","2-7函数：绝对值的处理-作业解析.pdf","05_作业解析\2-7函数：绝对值的处理-作业解析.pdf"
"05_作业解析","2-8函数：新函数的处理-作业解析.pdf","2-8函数：新函数的处理-作业解析.pdf","05_作业解析\2-8函数：新函数的处理-作业解析.pdf"
"05_作业解析","2-9函数：综合应用-作业解析.pdf","2-9函数：综合应用-作业解析.pdf","05_作业解析\2-9函数：综合应用-作业解析.pdf"
"05_作业解析","4-1导数选填：基本方法1-作业解析.pdf","4-1导数选填：基本方法1-作业解析.pdf","05_作业解析\4-1导数选填：基本方法1-作业解析.pdf"
"05_作业解析","4-2导数选填：基本方法2-作业解析.pdf","4-2导数选填：基本方法2-作业解析.pdf","05_作业解析\4-2导数选填：基本方法2-作业解析.pdf"
"05_作业解析","4-3导数选填：切线-作业解析.pdf","4-3导数选填：切线-作业解析.pdf","05_作业解析\4-3导数选填：切线-作业解析.pdf"
"05_作业解析","4-4导数选填：整数解-作业解析.pdf","4-4导数选填：整数解-作业解析.pdf","05_作业解析\4-4导数选填：整数解-作业解析.pdf"
"05_作业解析","4-5导数选填：换元-作业解析.pdf","4-5导数选填：换元-作业解析.pdf","05_作业解析\4-5导数选填：换元-作业解析.pdf"
"05_作业解析","4-6导数选填：构造函数-作业解析.pdf","4-6导数选填：构造函数-作业解析.pdf","05_作业解析\4-6导数选填：构造函数-作业解析.pdf"
"05_作业解析","4-7导数选填：三次函数-作业解析.pdf","4-7导数选填：三次函数-作业解析.pdf","05_作业解析\4-7导数选填：三次函数-作业解析.pdf"
"05_作业解析","4-8导数选填：凹凸性-作业解析.pdf","4-8导数选填：凹凸性-作业解析.pdf","05_作业解析\4-8导数选填：凹凸性-作业解析.pdf"
"05_作业解析","4-9导数选填：新定义-作业解析.pdf","4-9导数选填：新定义-作业解析.pdf","05_作业解析\4-9导数选填：新定义-作业解析.pdf"
"05_作业解析","5-1导数大题：基本方法1-作业解析.pdf","5-1导数大题：基本方法1-作业解析.pdf","05_作业解析\5-1导数大题：基本方法1-作业解析.pdf"
"05_作业解析","5-2导数大题：基本方法2-作业解析.pdf","5-2导数大题：基本方法2-作业解析.pdf","05_作业解析\5-2导数大题：基本方法2-作业解析.pdf"
"05_作业解析","5-3导数大题：端点效应-作业解析.pdf","5-3导数大题：端点效应-作业解析.pdf","05_作业解析\5-3导数大题：端点效应-作业解析.pdf"
"05_作业解析","5-4导数大题：多变量多参数-作业解析.pdf","5-4导数大题：多变量多参数-作业解析.pdf","05_作业解析\5-4导数大题：多变量多参数-作业解析.pdf"
"05_作业解析","5-5导数大题：凹凸性-作业解析.pdf","5-5导数大题：凹凸性-作业解析.pdf","05_作业解析\5-5导数大题：凹凸性-作业解析.pdf"
"05_作业解析","新定义-作业解析（上）.pdf","新定义章节电子讲义\新定义-作业解析（上）.pdf","05_作业解析\新定义-作业解析（上）.pdf"
"05_作业解析","新定义-作业解析（下）.pdf","新定义章节电子讲义\新定义-作业解析（下）.pdf","05_作业解析\新定义-作业解析（下）.pdf"
"06_专项练习","20250322直播选题.pdf","直播回放板书合集\20250322直播选题.pdf","06_专项练习\20250322直播选题.pdf"
"06_专项练习","新定义专项训练 100页+的思路导引.pdf","新定义章节电子讲义\新定义专项训练 100页+的思路导引.pdf","06_专项练习\新定义专项训练 100页+的思路导引.pdf"
"07_其他资料","1~14讲内容简介.docx","1~14讲内容简介.docx","07_其他资料\1~14讲内容简介.docx"
"07_其他资料","计算基本法【完结】.pdf","计算基本法【完结】.pdf","07_其他资料\计算基本法【完结】.pdf"
